Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
8/25/2015,AQS,060730001,1,15.7,ug/m3 LC,63,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
8/28/2015,AQS,060730001,1,11.6,ug/m3 LC,56,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
8/31/2015,AQS,060730001,1,9,ug/m3 LC,50,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/3/2015,AQS,060730001,1,6.6,ug/m3 LC,37,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/6/2015,AQS,060730001,1,10.7,ug/m3 LC,54,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/10/2015,AQS,060730001,1,11.7,ug/m3 LC,56,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/12/2015,AQS,060730001,1,9,ug/m3 LC,50,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/15/2015,AQS,060730001,1,3,ug/m3 LC,17,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/18/2015,AQS,060730001,1,7.3,ug/m3 LC,41,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/21/2015,AQS,060730001,1,10,ug/m3 LC,53,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/24/2015,AQS,060730001,1,10.6,ug/m3 LC,54,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/27/2015,AQS,060730001,1,10,ug/m3 LC,53,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
9/30/2015,AQS,060730001,1,9.9,ug/m3 LC,52,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
10/6/2015,AQS,060730001,1,6.1,ug/m3 LC,34,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
10/9/2015,AQS,060730001,1,7.7,ug/m3 LC,43,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
10/12/2015,AQS,060730001,1,8.8,ug/m3 LC,49,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
10/15/2015,AQS,060730001,1,3.2,ug/m3 LC,18,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
10/18/2015,AQS,060730001,1,4.5,ug/m3 LC,25,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
10/23/2015,AQS,060730001,1,12.5,ug/m3 LC,57,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
10/24/2015,AQS,060730001,1,8.9,ug/m3 LC,49,Chula Vista,1,100,88101,PM2.5 - Local Conditions,145,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC,41740,"San Diego-Carlsbad, CA",06,California,073,San Diego,32.631242,-117.059088
