"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/16/2015","AQS","060590007","1","1.1","ppm","13","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/17/2015","AQS","060590007","1","1.2","ppm","14","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/18/2015","AQS","060590007","1","1.1","ppm","13","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/19/2015","AQS","060590007","1","1.2","ppm","14","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/20/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/21/2015","AQS","060590007","1","0.9","ppm","10","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/22/2015","AQS","060590007","1","1.1","ppm","13","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/23/2015","AQS","060590007","1","1.2","ppm","14","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/24/2015","AQS","060590007","1","1","ppm","11","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/25/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/26/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/27/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","12","50.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/28/2015","AQS","060590007","1","1","ppm","11","Anaheim","12","50.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/29/2015","AQS","060590007","1","1.1","ppm","13","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/30/2015","AQS","060590007","1","0.9","ppm","10","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"01/31/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/01/2015","AQS","060590007","1","0.9","ppm","10","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/02/2015","AQS","060590007","1","0.9","ppm","10","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/03/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/04/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/05/2015","AQS","060590007","1","1.1","ppm","13","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/06/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/07/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/08/2015","AQS","060590007","1","1","ppm","11","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/09/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/10/2015","AQS","060590007","1","0.9","ppm","10","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/11/2015","AQS","060590007","1","1.4","ppm","16","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/12/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/13/2015","AQS","060590007","1","1","ppm","11","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/14/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/15/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/16/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/17/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/18/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/19/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/20/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/21/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/22/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/23/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/24/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/25/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/26/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/27/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"02/28/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/01/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/02/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/03/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/04/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/05/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","8","33.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/06/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","17","71.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/07/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/08/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/09/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/10/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/11/2015","AQS","060590007","1","1","ppm","11","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/12/2015","AQS","060590007","1","1.1","ppm","13","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/13/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","17","71.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/14/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/15/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/16/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/17/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/18/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","12","50.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/19/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/20/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/21/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/22/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/23/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/24/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/25/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/26/2015","AQS","060590007","1","1","ppm","11","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/27/2015","AQS","060590007","1","0.9","ppm","10","Anaheim","22","92.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/28/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/29/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/30/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"03/31/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/01/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/02/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/03/2015","AQS","060590007","1","0.9","ppm","10","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/04/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/05/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/06/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/07/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","15","63.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/08/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","4","17.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/09/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/10/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/11/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/12/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/13/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/14/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/15/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/16/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/17/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/18/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/19/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/20/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/21/2015","AQS","060590007","1","0.2","ppm","2","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/22/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","13","54.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/23/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/24/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/25/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/26/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/27/2015","AQS","060590007","1","0.7","ppm","8","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/28/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/29/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"04/30/2015","AQS","060590007","1","0.6","ppm","7","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/01/2015","AQS","060590007","1","0.8","ppm","9","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/02/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/03/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/04/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/05/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/06/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/07/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/08/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/09/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/10/2015","AQS","060590007","1","0.5","ppm","6","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/11/2015","AQS","060590007","1","0.4","ppm","5","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/12/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/13/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","24","100.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
"05/14/2015","AQS","060590007","1","0.3","ppm","3","Anaheim","21","88.0000","42101","Carbon monoxide","158","31080","Los Angeles-Long Beach-Anaheim, CA","06","California","059","Orange","33.83062","-117.93845"
